age,class of worker,detailed industry code,detailed occupation code,education,wage per hour,enroll in edu inst last wk,marital stat,major industry code,major occupation code,race,hispanic origin,sex,member of a labor union,reason for unemployment,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,region of previous residence,state of previous residence,detailed household and family stat,detailed household summary in household,instance weight,migration code-change in msa,migration code-change in reg,migration code-move within reg,live in this house 1 year ago,migration prev res in sunbelt,num persons worked for employer,family members under 18,country of birth father,country of birth mother,country of birth self,citizenship,own business or self employed code,fill inc questionnaire for veteran's admin,veterans benefits code,weeks worked in year,year,taxable income amount,key
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1475.95, Not in universe, Not in universe, Not in universe, Not in universe under 1 year old, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,67
36, Self-employed-incorporated,33,2, Some college but no degree,0, Not in universe, Married-civilian spouse present, Retail trade, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,5178,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,771.46, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,0,68
33, Private,30,33, Associates degree-occup /vocational,0, Not in universe, Separated, Communications, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,2444,10000, Single, Midwest, Indiana, Nonfamily householder, Householder,1864.18, MSA to MSA, Same county, Same county, No, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1,69
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2025.19, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,70
27, Self-employed-not incorporated,33,16, Bachelors degree(BA AB BS),0, Not in universe, Never married, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Single, Northeast, ?, Secondary individual, Nonrelative of householder,2339.89, MSA to MSA, Same county, Same county, No, No,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0,71
57, Not in universe,0,0, 7th and 8th grade,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Cuban, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1133.65, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Not in universe, Cuba, Cuba, Cuba, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0,72
50, Private,41,13, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Hospital services, Technicians and related support, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,2488.48, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Philippines, Philippines, Philippines, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,0,73
12, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,3230.85, ?, ?, ?, Not in universe under 1 year old, ?,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,74
51, Private,32,18, Some college but no degree,0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1060.36, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,75
10, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1922.65, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0,76
48, State government,43,9, Some college but no degree,0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,290.55, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0,77
27, Private,33,16, Some college but no degree,0, Not in universe, Never married, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,275, Single, Not in universe, Not in universe, Nonfamily householder, Householder,296.82, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,78
24, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1027.88, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,79
17, Not in universe,0,0, 7th and 8th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1709.61, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0,80
58, Self-employed-not incorporated,35,17, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1983.08, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1,81
2, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1526.66, Nonmover, Nonmover, Nonmover, Yes, Not in universe,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,82
53, Private,4,34, 10th grade,0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1715.28, ?, ?, ?, Not in universe under 1 year old, ?,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,45,95,0,83
33, Private,45,23, Bachelors degree(BA AB BS),0, Not in universe, Never married, Other professional services, Adm support including clerical, Black, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,1394.5, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0,84
7, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, South, Massachusetts, Child <18 never marr not in subfamily, Child under 18 never married,1905.05, Not identifiable, Same county, Same county, No, No,0, Both parents present, Germany, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0,85
40, Private,19,42, 5th or 6th grade,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Handlers equip cleaners etc , White, Mexican (Mexicano), Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1265.91, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,43,94,0,86
25, Private,33,29, High school graduate,0, Not in universe, Never married, Retail trade, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Head of household, Not in universe, Not in universe, Child 18+ never marr RP of subfamily, Child 18 or older,765.19, Nonmover, Nonmover, Nonmover, Yes, Not in universe,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,4,94,0,87
8, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Other, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Grandchild <18 never marr not in subfamily, Other relative of householder,684, ?, ?, ?, Not in universe under 1 year old, ?,0, Neither parent present, ?, ?, ?, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0,88
